Country,Company name,Company type,Location(of the job),Location(of the company),Salary,Salary/m（💲）,Major requirements（None/ High school diploma /college degree/Bachelor degree ）,needed skills,rotate days off,Shift hours,Insurance,Psychological help,Declaimer ,website
China,"Shanghai Renrui Network Technology Co., LTD",consulting,"shanghai,china",china,4.5-6,none,college degre,logical/respensibility/teamwork/Highly alert to politically sensitive issues,none,none,none,none,pressured  environment,none
China,Titanium Krypton New Media Technology (Quzhou) Co. LTD,Internet company,"quzhou,china",china,4--7,none,college degre,teamwor/pc/communication/critical-thinking/sensitivity to current events,none,none,none,none,none,https://jobs.51job.com/quzhou/125990202.html?s=01&t=0
China,"Changsha Chuangu Information Technology Co., LTD",Technology Co. LTD,"changsha,china",china,4.5-6,none,college degre,language/communication/pc/respensibility,none,none,none,none,pressured  environment,https://jobs.51job.com/changsha-ylq/124695854.html?s=01&t=0
China,Xi 'an Hongren Network Technology Co. LTD,Internet company,"guangzhou,china",china,3.5-4.5,none,college degre,pc/photoshop/detail/respensibility/text,none,none,none,none,none,none
China,"Beijing Momo information technology co., LTD. Chengdu branch",Internet company,"chendu,china",china,0.8-1,none,Bachelor degree,mangement/pc/respensibility/problem solving/teamwork,none,none,none,none,none,https://jobs.51job.com/chengdu-gxq/76942888.html?s=01&t=0
China,Jinan Good future Information Consulting Service Co. LTD,Human Resource company,"wuhu,china",china,4--8,none,college degre,knowledge about ACG/communication,none,none,none,none,none,https://jobs.51job.com/wuhu/120316672.html?s=01&t=0
China,Guangzhou Jinshi Information Technology Co. LTD,Internet company,"guangzhou,china",china,5--7,none,college degre,teamwork/Highly alert to politically sensitive issues/law,none,none,none,none,pressured  environment,https://jobs.51job.com/guangzhou/109374339.html?s=01&t=0
China,Xinhanhai (Wuhan) Electronic Technology Co. LTD,Technology Co. LTD,"wuhan,china",china,4--6,none,college degre,teamwork/detail/respensibility,none,none,none,none,none,https://jobs.51job.com/wuhan-hsq/126391229.html?s=01&t=0
China,Xi 'an Huilong Technology Co. LTD,Technology Co. LTD,"xian,china",china,3.5-6,none,"college degre(Journalism, communication, law, Chinese language and literature, statistics preferred",teamwork/respensibility/pc/judgment,none,none,none,none,none,https://jobs.51job.com/xian-gxjs/126552294.html?s=01&t=0
China,"Jusihong Information Technology Services (Dalian) Co., LTD",Technology Co. LTD,"foshan,china",America,8-8.5,none,college degre,customer focus skills/communication/verbal/text/data analyze/communication/mangement/language/teamwork,none,none,none,none,none,https://jobs.51job.com/foshan-nhq/125896218.html?s=01&t=0
China,Sichuan Qiangping Enterprise Management Consulting Co. LTD,consulting,"chengdu,china",china,4--6,none,college degre,communication/pc,none,none,none,none,none,https://jobs.51job.com/chengdu-lqyq/126266262.html?s=01&t=0
France,HelloFresh,services company,Paris,Paris,none,none,High school diploma,problem-solving skills/creativity/customer relationship management/Knowledge of industry best practices/MS Office/basic pc skills/language/Writing/Copywriting/presentation skill/text edting/communication skill/Literacy/Business communication/Internal communications/customer focus skills/multi-tasking skill/Teamwork,none,none,none,none,none,https://www.hellofresh.com/
France,Asabura,IT,Paris,Paris,28404-34321,none,High school diploma,problem-solving skills/creativity/customer relationship management/Knowledge of industry best practices/web design/MS Office/basic pc skills/language/Writing/Copywriting/text edting/communication skill/Literacy/Internal communications/customer focus skills/Teamwork,none,none,none,none,none,none
France,Malt,IT,Paris,Paris,none,none,Bachelor degree,problem-solving skills/creativity/customer relationship management/Knowledge of industry best practices/MS Office/basic pc skills/Writing/Copywriting/text edting/communication skill/Literacy/Business communication/customer focus skills/multi-tasking skill/Teamwork/web design,none,none,none,none,sensitive,none
Germany,Majorel,customer experiences,"Berlin, Berlin 13629",Germany,2003 € (based on 40h per week,2327$,none,"Excellent Czech or Slovak & English language skills
High awareness of the cultural and political situation in the market/region you will be supporting
An open mind to changing priorities and business processes.
A desire to work in a team-based, fast-paced, international environment where you’ll need to embrace different cultures, nationalities and languages.
Ability to work in flexible shifts (24/7)
EU citizen or holder of a valid work permit for Germany",none,none,none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=8fde34d4-a1d4-492e-b556-d399ea57c0d7
Germany,Majorel,customer experiences,"Berlin, Berlin 13630",Germany,2004 € (based on 40h per week,2327$,none,"Perfect German knowledge
Good English knowledge
Quick comprehension and good decision-making skills
A high level of awareness of the cultural and political situation in the German-speaking area
Willingness to work in shifts",none,none,none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=d0cc237f-2cb0-43f9-9673-308a59955ca8
Germany,Majorel,customer experiences,"Berlin, Berlin 13631",Germany,2005 € (based on 40h per week,2327$,none,"Perfect German knowledge
Good English knowledge
Quick comprehension and good decision-making skills
A high level of awareness of the cultural and political situation in the German-speaking area
Willingness to work in shifts",none,none,none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=51622360-089d-4834-b86c-3d5c406019b3
Germany,Majorel,customer experiences,"Berlin, Berlin 13632",Germany,2006 € (based on 40h per week,2327$,none,German and English skills,none,none,none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=bbeb8f5c-a2ec-4985-946c-8555171c2c9b
Germany,Competence Call Center Essen GmbH,non,"Essen, Nordrhein-Westfalen，Germany",Germany,non,none,none,"Fluent written and spoken communication skills in Azerbaijani is essential 
Valid working permit for Germany / EU citizenship 
Affinity with online media and social networks 
Strengths in efficiency, accuracy and empathy 
Awareness for current cultural, political and social events 
Goal-oriented and meticulous work approach ",none,Flexibility and willingness to work in shifts in a 24/7 shift system,none,none,non,https://www.monster.de/jobs/suche/?q=content+moderator&where=&rad=20&cy=de&client=&intcid=swoop_HeroSearch&jobid=d21c6487-1125-4140-b8f7-e9aa5e66241f
Germany,Competence Call Center Essen GmbH,non,"Essen, Nordrhein-Westfalen，Germany",Germany,non,none,none,"Fluent written and spoken communication skills in Armenian is essential Valid working permit for Germany / EU citizenship 
Affinity with online media and social networks 
Strengths in efficiency, accuracy and empathy 
Awareness for current cultural, political and social events 
Goal-oriented and meticulous work approach ",none,Flexibility and willingness to work in shifts in a 24/7 shift system,none,none,non,https://www.monster.de/jobs/suche/?q=content+moderator&where=&rad=20&cy=de&client=&intcid=swoop_HeroSearch&jobid=bf40dddf-af22-4701-8b79-de0eed78630a
Germany,Majorel,customer experiences,"Berlin, Berlin 13631",Germany,non,none,none,"Perfect German knowledge
Good English knowledge
Quick comprehension and good decision-making skills
A high level of awareness of the cultural and political situation in the German-speaking area
Willingness to work in shifts",none,none,none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=51622360-089d-4834-b86c-3d5c406019b3
Germany,Majorel,customer experiences,"Berlin, Berlin 13631",Germany,2001 € (based on 40h per week,2327$,none,"Excellent Dutch & English language skills
High awareness of the cultural and political situation in the market / region you will be supporting
An open mind to changing priorities and business processes.
A desire to work in a team-based, fast-paced, international environment where you'll need to embrace different cultures, nationalities and languages.
EU citizen or holder of a valid work permit for Germany",none,Ability to work in flexible shifts (24/7),none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=51622360-089d-4834-b86c-3d5c406019b3
Germany,Majorel,customer experiences,"Berlin, Berlin 13631",Germany,2002 € (based on 40h per week,2327$,none,"Excellent Czech or Slovak & English language skills
High awareness of the cultural and political situation in the market / region you will be supporting
An open mind to changing priorities and business processes.
A desire to work in a team-based, fast-paced, international environment where you'll need to embrace different cultures, nationalities and languages.
EU citizen or holder of a valid work permit for Germany",none,Ability to work in flexible shifts (24/7),none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=51622360-089d-4834-b86c-3d5c406019b3
Germany,Majorel,customer experiences,"Berlin, Berlin 13631",Germany,2003 € (based on 40h per week,2327$,none,"Excellent Danish & English language skills
High awareness of the cultural and political situation in the market / region you will be supporting
An open mind to changing priorities and business processes.
A desire to work in a team-based, fast-paced, international environment where you'll need to embrace different cultures, nationalities and languages.
EU citizen or holder of a valid work permit for Germany",none,Ability to work in flexible shifts (24/7),none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=51622360-089d-4834-b86c-3d5c406019b3
Germany,Majorel,customer experiences,"Berlin, Berlin 13632",Germany,2004 € (based on 40h per week,2327$,none,"Excellent Danish & English language skills
High awareness of the cultural and political situation in the market / region you will be supporting
An open mind to changing priorities and business processes.
A desire to work in a team-based, fast-paced, international environment where you'll need to embrace different cultures, nationalities and languages.
EU citizen or holder of a valid work permit for Germany",none,Ability to work in flexible shifts (24/7),none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=51622360-089d-4834-b86c-3d5c406019b3
Germany,Majorel,customer experiences,"Berlin, Berlin 13633",Germany,2005 € (based on 40h per week,2327$,none,"Excellent Danish & English language skills
High awareness of the cultural and political situation in the market / region you will be supporting
An open mind to changing priorities and business processes.
A desire to work in a team-based, fast-paced, international environment where you'll need to embrace different cultures, nationalities and languages.
EU citizen or holder of a valid work permit for Germany",none,Ability to work in flexible shifts (24/7),none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=51622360-089d-4834-b86c-3d5c406019b3
Germany,Majorel,customer experiences,"Berlin, Berlin 13634",Germany,2006 € (based on 40h per week,2327$,none,"Excellent Danish & English language skills
High awareness of the cultural and political situation in the market / region you will be supporting
An open mind to changing priorities and business processes.
A desire to work in a team-based, fast-paced, international environment where you'll need to embrace different cultures, nationalities and languages.
EU citizen or holder of a valid work permit for Germany",none,Ability to work in flexible shifts (24/7),none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=51622360-089d-4834-b86c-3d5c406019b3
Germany,Majorel,customer experiences,"Berlin, Berlin 13635",Germany,2007 € (based on 40h per week,2327$,none,"Excellent Danish & English language skills
High awareness of the cultural and political situation in the market / region you will be supporting
An open mind to changing priorities and business processes.
A desire to work in a team-based, fast-paced, international environment where you'll need to embrace different cultures, nationalities and languages.
EU citizen or holder of a valid work permit for Germany",none,Ability to work in flexible shifts (24/7),none,none,non,https://www.monster.de/jobs/suche/?q=content-moderator&cy=DE&rad=20&intcid=swoop_HeroSearch_DE&jobid=51622360-089d-4834-b86c-3d5c406019b3
Indonesia,BIGO ,Telecommunication,Indonesia,Singapore,none,none,none,see in wbsite,5,none,none,illigal,Filtering illegal content,https://www.jobstreet.co.id/en/job/content-monitoring-moderator-8179970/origin/sg?fr=21&searchRequestToken=c79d9ee0-4261-4b38-9b3c-0bafe235e992&sectionRank=1
Indonesia,teleperformance,call centre/IT Sv/BPO,Indonesia,France,none,none,BA,see in wbsite,none,none,none,none,non,https://www.jobstreet.co.id/en/job/social-media-content-moderator-leader-3379346?fr=21&searchRequestToken=c79d9ee0-4261-4b38-9b3c-0bafe235e992&sectionRank=2
Indonesia,teleperformance,call centre/IT Sv/BPO,Indonesia,France,none,none,BA,see in wbsite,none,none,none,none,non,https://www.jobstreet.co.id/en/job/social-media-content-moderator-3379319?fr=21&searchRequestToken=c79d9ee0-4261-4b38-9b3c-0bafe235e992&sectionRank=3
Indonesia,teleperformance,call centre/IT Sv/BPO,Indonesia,France,none,none,BA,see in wbsite,none,none,none,none,non,none
Ireland,TELUS International,Customer Experiences/信息技术和服务,dublin Ireland,USA,non,none,none,"Minimum of 6 months experience in Social Media Content Review
Fluent in the English language
Expert level in using CMS
Strong written and verbal communication skills, attention to detail and ability to manage multiple tasks simultaneously.",none,none,Private medical insurance coverage,none,non,https://ie.indeed.com/cmp/Telus-International/reviews?from=SERP&jt=Content+Moderator+-+Dublin&fromjk=45a483d392270c69&jcid=1a93caa31afcad42&attributionid=cmplinktst2
Ireland,Manpower,Human Resource company,Ireland,USA,"€25,855 - €31,000 a year",none,none,"Key success factors in this position are adaptability and flexibility, ability to focus on relatively repetitive tasks at a computer, good communication skills, an ability to make independent judgement and a problem-solving nature.
you will also need to have a very solid knowledge and understanding of the country where your language is spoken. 
At least upper intermediate English and full fluency in Turkish are required.",none,none,"PMI Private Medical Insurance
Life assurance",none,non,https://ie.indeed.com/viewjob?jk=6ec182e53a181f69&tk=1em9ku1djstiu800&from=serp&vjs=3
Ireland,Manpower,Human Resource company,Ireland,USA,"€25,855 - €31,000 a year",none,none,"Self-starter attitude with the ability to work in a dynamic environment.
Highly motivated, tenacious and detail-oriented.
A keen interest for the role.
Proficiency in English (verbal and written).
Proficiency in French (verbal and written).
Must have lived in the country, i.e., France.
Must be based in Ireland by September.
EU Citizenship or Stamp 4 Visa.??????",none,none,"health insurance, 
life assurance, 
tax saver scheme",none,non,https://ie.indeed.com/viewjob?jk=4687676e5772dc64&tk=1em9ku1djstiu800&from=serp&vjs=3
Ireland,Manpower,Human Resource company,Ireland,USA,"€26,679 - €31,500 a year",none,none,"Self-starter attitude with the ability to work in a dynamic environment.
Highly motivated, tenacious and detail-oriented.
A keen interest for the role.
Proficiency in English (verbal and written).
Proficiency in Hebrew (verbal and written).
Must have lived in the country, i.e., France.
Must be based in Ireland by September.
EU Citizenship or Stamp 4 Visa.??????",none,none,"health insurance, 
life assurance, 
tax saver scheme",none,non,https://ie.indeed.com/viewjob?jk=7c64ef134d39d844&tk=1em9ku1djstiu800&from=serp&vjs=3
Ireland,Manpower,Human Resource company,Ireland,USA,"€26,885 - €32,500 a year",none,none,"Self-starter attitude with the ability to work in a dynamic environment.
Highly motivated, tenacious and detail-oriented.
A keen interest for the role.
Proficiency in English (verbal and written).
Proficiency in German (verbal and written).
Must have lived in the country, i.e., France.
Must be based in Ireland by September.
EU Citizenship or Stamp 4 Visa.??????",none,none,"health insurance, 
life assurance, 
tax saver scheme",none,non,https://ie.indeed.com/viewjob?jk=f6172ff092ac0148&tk=1em9ku1djstiu800&from=serp&vjs=3
Ireland,Abrivia,零售,Ireland,Ireland,non,none,none,"Fluency or near fluency in German
English proficiency and comprehension
Experience in administration desirable but not required
Strict attention to detail
Excellent interpersonal skills",none,none,none,none,none,none
Ireland,CPL,recruitment,Ireland,Ireland,"25,198 - €31,521 a year",none,none,"Finnish
Bengali
Maghreb
Chinese Cantonese
Arabic
Indonesian
Danish",none,none,none,none,none,https://ie.indeed.com/viewjob?cmp=CPL-Recruitment&t=Content+Moderator&jk=0f1049542c95e6ea&q=content+moderator&vjs=3
Ireland,CPL Recruitment,recruitment,Ireland,Ireland,"€27,000 a year",none,none,"Fluency in English and one of the languages listed below:
Finnish
Eligibility to work full-time in Ireland (e.g. EU Passport OR Stamp 4 OR Stamp 1G)
Candidates must be fully confident in viewing and managing sensitive social media content
Cultural understanding of the market/region
Attention-to-detail
Communication and Organisational skills
Problem-solving skills",none,"Day shift: 9.00am - 5.30pm, OR
Evening shift: 6.00pm - 2.00am (+25% increment on wage + Transport Bonus)",Healthcare and Pension Contributions,none,sensive,https://ie.indeed.com/viewjob?cmp=Cpl&t=Content+Moderator&jk=ae1e147a0dc374d8&q=content+moderator&vjs=3
Malaysia,Career International,job platform,Malaysia,China,"MYR 3,800 – MYR 4,500 (M)",none,none,"Thai (Native Speaker)
experience in a LPO/Regulatory work 
Awareness of current affairs and events
Mature & analytical",24/7 rotational shift,none,Medical insurance,none,no,https://www.jobstore.com/my/post/2562957/content-moderator-native-thai
Malaysia,Career International,job platform,Malaysia,China,none,none,none,"Japan (Native speaker) / Korean (Native speaker)
Analyze risk level of incidents",24/7 rotational shift,none,Medical insurance,none,no,https://www.jobstore.com/my/post/2562710/content-moderator-korean-japanese-native-speaker
Malaysia,Career International,job platform,Malaysia,China,"MYR 7,000 – MYR 9,000 (M)",none,none,"Minimum with 1 year experience in Content Moderator
Japan (Native speaker) / Korean (Native speaker)
experience in a LPO/Regulatory work
Awareness of current affairs and events
Mature & analytical 
High on team work",24/7 rotational shift,none,Medical insurance,none,no,https://www.jobstore.com/my/post/2562917/content-reviewer-content-moderator-korean-japanese-native
Malaysia,Career International,job platform,Malaysia,China,none,none,none,Nationality: Japan (Native speaker) / Korean (Native speaker),24/7 rotational shift,none,Medical insurance,none,no,https://www.jobstore.com/my/post/2562818/content-moderator-korean-japanese-native-in-malaysia
Malaysia,Career International,job platform,Malaysia,China,none,none,none,"(Korean, Japanese, Thai, Vietnam) *NATIVE*
Minimum with 1 year experience in Content Moderator
experience in a LPO/Regulatory work
Awareness of current affairs and events
Mature & analytical 
High on team work",24/7 rotational shift,none,Medical insurance,none,no,https://www.jobstore.com/my/post/2562669/content-reviewer-content-moderator-korean-japanese-thai-vietnam-native
Malaysia,Career International,job platform,Malaysia,China,"MYR 3,500 – MYR 4,000（M）",none,none,"Mandarin Speaker
Good command over verbal & written English language
experience in a LPO/Regulatory work
Awareness of current affairs and events
Mature & analytical
High on team work",none,none,Medical insurance,none,no,https://www.jobstore.com/my/post/2562197/content-moderatorcontent-review-mandarin-speaker
Malaysia,Career International,job platform,Malaysia,China,"MYR 3,500 – MYR 5,000（M）",none,none,"Mandarin Speaker
Good command over verbal & written English language
experience in a LPO/Regulatory work
Awareness of current affairs and events
Mature & analytical
High on team work
Work From Home",24/7 rotational shift,none,none,none,no,https://www.jobstore.com/my/post/2561501/content-review-moderatormandarin-speaker
Malaysia,Career International,job platform,Malaysia,China,none,none,none,"Korean & Japanese Native in Malaysia
Minimum with 1 year experience in Content Moderator",24/7 rotational shift,none,Medical insurance,none,no,https://www.kerjaya.my/job/2562818/content-moderator-korean-japanese-native-in-malaysia
Malaysia,Career International,job platform,Malaysia,China,"MYR 3,000 – MYR 5,000 (M)",none,none,"INDONESIAN/TAGALOG/VIETNAMESE/THAI SPEAKERS
Good command over verbal & written English  language
experience in a LPO/Regulatory work
Awareness of current affairs and events
Mature & analytical
High on team work",24/7 rotational shift,none,none,none,no,https://www.jobstore.com/my/post/2561292/content-review-moderator-indonesiantagalogvietnamesethai-speakers
Malaysia,Career International,job platform,Malaysia,China,"MYR 3,500 – MYR 5,000 (M)",none,none,"Indonesia/Tagalog/Thai/Vietnam (Spouse Visa)
Analyze risk level of incidents",none,none,Medical insurance,none,no,https://www.jobstore.com/my/post/2561232/content-moderator-indonesiatagalogthaivietnam-spouse-visa
Malaysia,Career International,job platform,Malaysia,China,"MYR 3,500 – MYR 4,000 (M)",none,none,"Native Language (Read/Speak)
Good command over verbal & written English  language
experience in a LPO/Regulatory work
Awareness of current affairs and events
Mature & analytical
High on team work",24/7 rotational shift,none,none,none,no,https://www.jobstore.com/my/post/2561053/content-review-moderatorurgent-hiring
Malaysia,Career International,job platform,Malaysia,China,"MYR 3,200 – MYR 4,000（M）",none,none,"Native Language (Read/Speak)
Good command over verbal & written English  language
experience in a LPO/Regulatory work
Awareness of current affairs and events
Mature & analytical
High on team work",24/7 rotational shift,none,none,none,no,https://www.jobstore.com/my/post/2560951/content-review-moderator-200-headcountskl-sentralimmediate-joiner
Malaysia,Career International,job platform,Malaysia,China,none,none,none,"Minimum with 1 year experience in Content Moderator
Japan (Native speaker) / Korean (Native speaker)
experience in a LPO/Regulatory work
Awareness of current affairs and events
Mature & analytical 
High on team work",24/7 rotational shift,none,Medical insurance,none,no,https://www.jobstore.com/my/post/2560096/content-moderatorcontent-reviewer-korean-japanese-native-in-malaysia
Malaysia,Career International,job platform,Malaysia,China,none,none,none,"Oromo / Amharic
daily data analysis
Analyze the risk level of incidents and assess",24/7 rotational shift,none,none,none,no,https://www.jobstore.com/my/post/2559806/content-moderator-oromo-amharic
Malaysia,Career International,job platform,Malaysia,China,"MYR 3,800 – MYR 4,000 (M)",none,none,"respond via applicable channels: email, chat, and callbacks
following Facebook documented call flows
English and native language",none,none,none,none,no,https://www.jobstore.com/my/post/2558905/content-moderatorthai
Malaysia,Career International,job platform,Malaysia,China,"MYR 3,800 – MYR 4,400 (M)",none,none,"respond via applicable channels: email, chat, and callbacks
following Facebook documented call flows
English and Thai language",none,none,none,none,no,https://www.jobstore.com/my/post/2557953/content-moderatorthai-speaker
Brazil,Besedo,IT,Brazil,Sweden,none,none,none,language/communication/teamwork/analytical/computer,weekends and holidays,shifts work including night shift,none,none,fast-paced environment,https://www.indeed.com.br/jobs?q=moderator&l&vjk=305de3fe03752531
Brazil,Besedo,IT,Brazil,Sweden,none,none,none,language/ quick decisions / attention to details / Caring about people /Previous experience in content moderation,none,none,Health Insurance,none,no,https://www.indeed.com.br/jobs?q=moderator&l&vjk=309bd7ce0ea54dbe
Australia,Jobactive,job search,AUS,,none,none,A Bachelor degree in a similar area.,"Management/intellection（detail attention)/Design(photo, audio and video editing software)/photography",none,none,none,none,no,https://www.adzuna.com.au/details/1760221443?se=tMpGo0AZ6xGRK-0JDIKBNQ&v=F04EE1B023E7F4BB2A4D69DC920684DDEB066FCE
Australia,TBWA Worldwide,PR agencies,AUS,USA,none,none,none,data analyse/digital marketing/communication skill,none,none,none,none,no,https://www.adzuna.com.au/details/1772143394?se=tMpGo0AZ6xGRK-0JDIKBNQ&v=C3CFF620C471AA7CC10402521C9649EBD4F78617
Australia,Abacus Finance,Finance,AUS,USA,none,none,none,"consulting, writing, editing (photo/video/text), presentation and communication skills/web design/language",none,none,none,none,1Moderate all user-generated content in line with the moderation policy for each community,https://www.gumtree.com.au/s-ad/haymarket/marketing-assistants/intern-of-admin-marketing-assistant-mortgage-company/1255565719
Philippines,TaskUs,IT-Enabled Services/BPO,Taguig （Philippines）,America,none,none,Bachelor's/College Degree,none,Monday - Friday,full time,none,the primary prevention of mental health concerns ,"
Child exploitation and abuse
Animal torture
Gang Violence
Murder
Hate Speech",none
Philippines,TaskUs,IT-Enabled Services/BPO," 
                 

Quezon （Philippines）",America,none,none,Bachelor's/College Degree,none,Monday - Friday,full time,none,the primary prevention of mental health concerns ,"
Child exploitation and abuse
Animal torture
Gang Violence
Murder
Hate Speech",none
Philippines,"AGlobal Care, Inc.",BioTechnology/Pharmaceutical/Clinical research,Parañaque （Philippines）,Philippines,none,18k-20k,Bachelor's/College Degree/  Preferably with 1-4 years of relevant experience as Digital Marketing/ Social Media Content Moderator or equivalent,"Fluent in English/Photoshop skill is a plus
Knowledge of the latest Facebook / Instagram algorithm is advantage/Excellent interpersonal skills, verbal and written communication skills/CAN START IMMEDIATELY!",Monday - Saturday,full time,"Medical, Loans, Health Card,",none,none,none
Philippines,Tech Mahindra Ltd.,Call Center/IT-Enabled Services/BPO,Kuala Lumpu（Philippines）,America,none,"PHP 70,000 - PHP 90,000",Bachelor's/College Degree/  Preferably with 1-4 years of relevant experience as Digital Marketing/ Social Media Content Moderator or equivalent,"1-4 Years Experienced Employee/Proficient in Japanese Language with reading, written and verbal expertise in language being selected for. Also needs to be fluent in English.
Japanese Language N2 or N1 certified
Have lived in Japan for at least 2 years - with strong cultural affinity
Must possess cultural affinity on the specific language being hired, Must have a good knowledge like a Native on the cultural and other traditional aspects about the country the language has mainly originated from.
Basic level computer handling skills along with a typing speed of 25-30 words per minute is required.
Excellent in verbal & written communication.
Strong sense of logical reasoning with decision making.
",Monday - Friday,full time,Health Insurance,none,none,none
Philippines,AGENSI PEKERJAAN SELPEO SDN. BHD.,Human Resources Management / Consulting,Philippines（Philippines）,Philippines,none,7k-8k令吉MYR,Bachelor’s degree ,"Open to Korean Natives
Must be willing to work in shifting schedules (24/7)
No experience needed for degree holders
Required language(s): English, Korean",Monday - Friday,Must be willing to work in shifting schedules (24/7),Annual Leaves/Medical Leaves,none,none,none
Philippines,MicroSourcing,Call Center/IT-Enabled Services/BPO,Philippines,Philippines,none,"PHP 60,000 - PHP 70,000",Bachelor’s degree ,"Quality Assurance/Quality Control experience is preferred but not required.
Strong ability in written and spoken English.
Strong computer skills.
Knowledge of web browser network monitoring tools not required, but nice to have.
Able to work independently and meet targets and deadlines.
Never be afraid to ask questions or to request help.
Ability to think logically and escalate issues based on severity.
Willing to work on a shifting schedule
Have atleast 25mbps of internet connection",Monday - Friday,none,none,none,none,none
Philippines,"NABEPERO PHILIPPINES, INC.",Computer / Information Technology (Software),Cebu（Philippines）,Philippines,none,"11,000-15,000 PHP",Bachelor's/College Degree,"General computer skills
General communication skills (both written & oral)
High concentration.
Great eye for detail and highly motivated
Team player
Time management skills: must be able to perform tasks quickly and accurately
Excellent organizational skills with attention to detail
Plus if you know Japanese",Monday - Friday,10:00 AM-7:00 PM,"Dental, Miscellaneous allowance, Medical, Loans",none,none,none
Philippines,MicroSourcing,Call Center/IT-Enabled Services/BPO,Philippines,Australia,none,"PHP 60,000 - PHP 90,000",Bachelor’s degree ,"Quality Assurance/Quality Control experience is preferred but not required.
Strong ability in written and spoken English.
Strong computer skills.
Knowledge of web browser network monitoring tools not required, but nice to have.
Able to work independently and meet targets and deadlines.
Never be afraid to ask questions or to request help.
Ability to think logically and escalate issues based on severity.
Willing to work on a shifting schedule
Have atleast 25mbps of internet connection",Monday - Friday,none,none,none,none,none
Philippines,Offshoring/BPO,"Services, Customer Service",Philippines,Philippines,none,"PHP 60,000 - PHP 90,000",Bachelor's/College Degree,"ery familiar with:
○ Mainland Chinese culture and Taiwanese culture
o Not required but a bonus - Familiar with Cantonese culture
○ Internet and video game culture ○ Modern, Chinese slang and conventions
• Highly developed sense of integrity and commitment to community safety.
• Demonstrated passion for excellence with understanding their actions impact not only single users but an entire online community.
•  Ability to communicate clearly and professionally, both verbally and in writing.
• Ability to stay focused, professional and accurate when reviewing large amounts of text.
• Be able to maturely and professionally review a wide variety of text.
• Strong self-organization, decision making and analytical abilities.
• Strong detail orientation and communication/listening skills.
• Possess a strong work ethic and team player mentality.",Monday - Friday,none,none,none,"Violent, explicit, pornographic, disturbing.  ",none
South africa,Ackermans ,fashion,South aferica,USA,none,none,none,none,none,none,none,none,none,none
South africa,Language Recruiters ,none,South aferica,South aferica,none,none,none,Language(german/english)/computer technology/management skills/reasoning and analytical skills/Creativity Ability,Able to provide services on a 247 shift rotation,none,none,none, exposure to sensitive content,https://www.adzuna.co.za/details/1778989014?v=C66D4BC57E65E8D12223CAD7B6DC7D1F11084343&utm_source=linkedin2&utm_medium=organic&chnlid=898
South africa,Language Recruiters ,none,South aferica,South aferica,"216,000 per year",none,none,Language(Norwegian/english)/communication and listening skills/team player,Able to provide services on a 247 shift rotation,none,none,none,none,https://www.careerjet.co.za/jobad/zac7e002262913e4a52199b7d6209f69fb
South africa,Language Recruiters ,none,South aferica,South aferica,"R200,000",none,none,language(english/Arabic)/communication skills/attention to detail/organizational skills/MS Office,none,none,none,none,none,none
South africa,confidencial,international BPO,South aferica,South aferica,none,none,none,"Native German speaker and fluent in English- computer technology- Team player / strong problem solving /conflict management skills;
Friendly proactive attitude/great communicator / troubleshooting skills;
Good reasoning/analytical skills- Planning & Organizing - Good multi-tasking and typing skills- Creativity",Able to Important Company services on a 24 / 7 shift rotation,none,none,none, please note that these tasks might involve exposure to sensitive content,https://neuvoo.co.za/view/?jpos=&jp=1&l=&id=3bc3876198c3&lang=en&newjob=1&context=serp&testid=challenger&nb=true&reqid=89ccc77041a604d0afc0a1ccddb0eca0&source=neuvoosearch
